,column_code,dataset_name,column_name,business_entity_code
3200,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.lanes,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,lanes,
3201,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.geometry_linestring,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,geometry_linestring,
3202,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-.geometry_multipoint,massachusetts-department-of-transportation-massdot-work-zone-data-exchange-wzdx-v2-0-feed-,geometry_multipoint,
3203,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.X,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,X,Geospatial.Location
3204,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Y,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Y,Geospatial.Location
3205,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Trip_ID,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Trip_ID,Geospatial.Transportation-Network.Trails
3206,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Closed_Status,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Closed_Status,Geospatial.Transportation-Network.Trails
3207,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Duration,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Duration,Geospatial.Transportation-Network.Trails
3208,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Start_Station_Id,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Start_Station_Id,
3209,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Start_Latitude,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Start_Latitude,Geospatial.Location.Latitude
3210,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Start_Longitude,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Start_Longitude,Geospatial.Location.Longitude
3211,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Start_Date,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Start_Date,
3212,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Start_Station_Name,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Start_Station_Name,
3213,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.End_Date,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,End_Date,
3214,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.End_Station_Id,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,End_Station_Id,
3215,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.End_Latitude,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,End_Latitude,Geospatial.Location.Latitude
3216,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.End_Longitude,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,End_Longitude,Geospatial.Location.Longitude
3217,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.End_Station_Name,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,End_Station_Name,
3218,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Bike_Barcode,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Bike_Barcode,
3219,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Bike_Model,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Bike_Model,
3220,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.Product_Name,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,Product_Name,
3221,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program.ObjectId,louisville-metro-ky-feature-class-containing-trip-level-data-for-louvelo-bikeshare-program,ObjectId,Geospatial.GIS.GIS-Database.Data-Layers
3222,mta-metro-north-on-time-performance-beginning-2020.Month,mta-metro-north-on-time-performance-beginning-2020,Month,
3223,mta-metro-north-on-time-performance-beginning-2020.Branch / Line,mta-metro-north-on-time-performance-beginning-2020,Branch / Line,Transportation.Public-Transportation.Mass-Transit.Routes
3224,mta-metro-north-on-time-performance-beginning-2020.OTP,mta-metro-north-on-time-performance-beginning-2020,OTP,Transportation.Public-Transportation.Mass-Transit.Fare
3225,mta-metro-north-on-time-performance-beginning-2020.AM Peak,mta-metro-north-on-time-performance-beginning-2020,AM Peak,
3226,mta-metro-north-on-time-performance-beginning-2020.PM Peak,mta-metro-north-on-time-performance-beginning-2020,PM Peak,
3227,mta-metro-north-on-time-performance-beginning-2020.Off Peak,mta-metro-north-on-time-performance-beginning-2020,Off Peak,
3228,mta-bus-speeds-beginning-2015.month,mta-bus-speeds-beginning-2015,month,Transportation.Public-Transportation.Mass-Transit.Schedule
3229,mta-bus-speeds-beginning-2015.borough,mta-bus-speeds-beginning-2015,borough,Transportation.Jurisdiction.Regulations
3230,mta-bus-speeds-beginning-2015.day_type,mta-bus-speeds-beginning-2015,day_type,Transportation.Personal-Transportation.Location
3231,mta-bus-speeds-beginning-2015.trip_type,mta-bus-speeds-beginning-2015,trip_type,Transportation.Personal-Transportation.Vehicle
3232,mta-bus-speeds-beginning-2015.route_id,mta-bus-speeds-beginning-2015,route_id,Transportation.Public-Transportation.Mass-Transit.Routes
3233,mta-bus-speeds-beginning-2015.period,mta-bus-speeds-beginning-2015,period,Transportation.Public-Transportation.Mass-Transit.Schedule
3234,mta-bus-speeds-beginning-2015.total_operating_time,mta-bus-speeds-beginning-2015,total_operating_time,Transportation.Waiting-Time
3235,mta-bus-speeds-beginning-2015.total_mileage,mta-bus-speeds-beginning-2015,total_mileage,Transportation.Personal-Transportation.Mileage
3236,mta-bus-speeds-beginning-2015.average_speed,mta-bus-speeds-beginning-2015,average_speed,Transportation.Personal-Transportation.Vehicle
3237,transportion-structure.the_geom,transportion-structure,the_geom,
3238,transportion-structure.SOURCE_ID,transportion-structure,SOURCE_ID,
3239,transportion-structure.SUB_CODE,transportion-structure,SUB_CODE,
3240,transportion-structure.FEAT_CODE,transportion-structure,FEAT_CODE,
3241,transportion-structure.NAME,transportion-structure,NAME,
3242,transportion-structure.STATUS,transportion-structure,STATUS,
3243,transportion-structure.SHAPE_Leng,transportion-structure,SHAPE_Leng,
3244,transportion-structure.SHAPE_Area,transportion-structure,SHAPE_Area,
3245,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.Month,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,Month,
3246,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.FleetType,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,FleetType,Transportation.Public-Transportation.Mass-Transit.Routes
3247,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.MDBFValue,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,MDBFValue,
3248,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.Fleet Owned,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,Fleet Owned,
3249,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.No. of Primary Failures,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,No. of Primary Failures,
3250,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015.MDBF Goal,mta-lirr-and-metro-north-mean-distance-between-failures-beginning-2015,MDBF Goal,
3251,mta-subsidies-beginning-2019.Fiscal Year,mta-subsidies-beginning-2019,Fiscal Year,
3252,mta-subsidies-beginning-2019.Month,mta-subsidies-beginning-2019,Month,
3253,mta-subsidies-beginning-2019.Scenario,mta-subsidies-beginning-2019,Scenario,
3254,mta-subsidies-beginning-2019.Financial Plan Year,mta-subsidies-beginning-2019,Financial Plan Year,
3255,mta-subsidies-beginning-2019.Expense Type,mta-subsidies-beginning-2019,Expense Type,
3256,mta-subsidies-beginning-2019.Agency,mta-subsidies-beginning-2019,Agency,
3257,mta-subsidies-beginning-2019.Type,mta-subsidies-beginning-2019,Type,
3258,mta-subsidies-beginning-2019.Subtype,mta-subsidies-beginning-2019,Subtype,
3259,mta-subsidies-beginning-2019.General Ledger,mta-subsidies-beginning-2019,General Ledger,
3260,mta-subsidies-beginning-2019.Account Category,mta-subsidies-beginning-2019,Account Category,
3261,mta-subsidies-beginning-2019.Account Subcategory 1,mta-subsidies-beginning-2019,Account Subcategory 1,
3262,mta-subsidies-beginning-2019.Account Subcategory 2,mta-subsidies-beginning-2019,Account Subcategory 2,
3263,mta-subsidies-beginning-2019.Amount,mta-subsidies-beginning-2019,Amount,
3264,congressional-districts-shapefile-116th-117th.the_geom,congressional-districts-shapefile-116th-117th,the_geom,
3265,congressional-districts-shapefile-116th-117th.statefp,congressional-districts-shapefile-116th-117th,statefp,
3266,congressional-districts-shapefile-116th-117th.cd118fp,congressional-districts-shapefile-116th-117th,cd118fp,
3267,congressional-districts-shapefile-116th-117th.geoid,congressional-districts-shapefile-116th-117th,geoid,
3268,congressional-districts-shapefile-116th-117th.lsad,congressional-districts-shapefile-116th-117th,lsad,
3269,congressional-districts-shapefile-116th-117th.cdsessn,congressional-districts-shapefile-116th-117th,cdsessn,
3270,congressional-districts-shapefile-116th-117th.aland,congressional-districts-shapefile-116th-117th,aland,
3271,congressional-districts-shapefile-116th-117th.awater,congressional-districts-shapefile-116th-117th,awater,
3272,congressional-districts-shapefile-116th-117th.namelsad,congressional-districts-shapefile-116th-117th,namelsad,
3273,congressional-districts-shapefile-116th-117th.intptlat,congressional-districts-shapefile-116th-117th,intptlat,
3274,congressional-districts-shapefile-116th-117th.intptlon,congressional-districts-shapefile-116th-117th,intptlon,
3275,congressional-districts-shapefile-116th-117th.objectid,congressional-districts-shapefile-116th-117th,objectid,
3276,congressional-districts-shapefile-116th-117th.hob,congressional-districts-shapefile-116th-117th,hob,
3277,congressional-districts-shapefile-116th-117th.bioguide_i,congressional-districts-shapefile-116th-117th,bioguide_i,
3278,congressional-districts-shapefile-116th-117th.committee_,congressional-districts-shapefile-116th-117th,committee_,
3279,congressional-districts-shapefile-116th-117th.contactfor,congressional-districts-shapefile-116th-117th,contactfor,
3280,congressional-districts-shapefile-116th-117th.district,congressional-districts-shapefile-116th-117th,district,
3281,congressional-districts-shapefile-116th-117th.face_book_,congressional-districts-shapefile-116th-117th,face_book_,
3282,congressional-districts-shapefile-116th-117th.firstname,congressional-districts-shapefile-116th-117th,firstname,
3283,congressional-districts-shapefile-116th-117th.flickr_url,congressional-districts-shapefile-116th-117th,flickr_url,
3284,congressional-districts-shapefile-116th-117th.instagram_,congressional-districts-shapefile-116th-117th,instagram_,
3285,congressional-districts-shapefile-116th-117th.lastname,congressional-districts-shapefile-116th-117th,lastname,
3286,congressional-districts-shapefile-116th-117th.listing_na,congressional-districts-shapefile-116th-117th,listing_na,
3287,congressional-districts-shapefile-116th-117th.middlename,congressional-districts-shapefile-116th-117th,middlename,
3288,congressional-districts-shapefile-116th-117th.office_aud,congressional-districts-shapefile-116th-117th,office_aud,
3289,congressional-districts-shapefile-116th-117th.office_id,congressional-districts-shapefile-116th-117th,office_id,
3290,congressional-districts-shapefile-116th-117th.party,congressional-districts-shapefile-116th-117th,party,
3291,congressional-districts-shapefile-116th-117th.phone,congressional-districts-shapefile-116th-117th,phone,
3292,congressional-districts-shapefile-116th-117th.photourl,congressional-districts-shapefile-116th-117th,photourl,
3293,congressional-districts-shapefile-116th-117th.prefix,congressional-districts-shapefile-116th-117th,prefix,
3294,congressional-districts-shapefile-116th-117th.room_num,congressional-districts-shapefile-116th-117th,room_num,
3295,congressional-districts-shapefile-116th-117th.state,congressional-districts-shapefile-116th-117th,state,
3296,congressional-districts-shapefile-116th-117th.suffix,congressional-districts-shapefile-116th-117th,suffix,
3297,congressional-districts-shapefile-116th-117th.twitter_ur,congressional-districts-shapefile-116th-117th,twitter_ur,
3298,congressional-districts-shapefile-116th-117th.vacancy,congressional-districts-shapefile-116th-117th,vacancy,
3299,congressional-districts-shapefile-116th-117th.vacant,congressional-districts-shapefile-116th-117th,vacant,
3300,congressional-districts-shapefile-116th-117th.websiteurl,congressional-districts-shapefile-116th-117th,websiteurl,
3301,congressional-districts-shapefile-116th-117th.youtube_ur,congressional-districts-shapefile-116th-117th,youtube_ur,
3302,congressional-districts-shapefile-116th-117th._feature_i,congressional-districts-shapefile-116th-117th,_feature_i,
3303,congressional-districts-shapefile-116th-117th.Shape_Le_1,congressional-districts-shapefile-116th-117th,Shape_Le_1,
3304,congressional-districts-shapefile-116th-117th.Shape_Area,congressional-districts-shapefile-116th-117th,Shape_Area,
3305,congressional-districts-shapefile-116th-117th.mtfcc20,congressional-districts-shapefile-116th-117th,mtfcc20,
3306,congressional-districts-shapefile-116th-117th.funcstat20,congressional-districts-shapefile-116th-117th,funcstat20,
3307,congressional-districts-shapefile-116th-117th.last_updat,congressional-districts-shapefile-116th-117th,last_updat,
3308,congressional-districts-shapefile-116th-117th.name,congressional-districts-shapefile-116th-117th,name,
